Pivot1-Werte;female_ratio;teaching;international_score;research;citations;income;total_score;num_students;student_staff_ratio;international_students
01.01.2016;35;23,6;29,7;14,6;29,4;32,4;;52316;16,9;0,08
01.01.2016;52;16,3;23,1;9,7;29,8;32,1;;15639;21,5;0,02
01.01.2016;53;16,9;48,5;11,2;34,6;28,5;;22525;21,4;0,15
01.01.2016;62;16,1;21;3,9;22,4;;;12933;19;0,03
01.01.2016;57;17,3;81,9;11,7;21,1;28,5;;16609;21;0,43
01.01.2016;29;17,9;12,8;12,1;8,9;83,7;;31618;16,4;0,02
01.01.2016;48;18,6;24,3;10,9;26,5;35,4;;21958;15,3;0,03
01.01.2016;36;14,5;14,9;7,6;19,3;44;;31268;28,7;0,02
01.01.2016;;24;16,1;10,2;36,4;37,9;;4122;3,7;0,03
01.01.2016;28;20,1;23,3;16;13,5;40,4;;10117;12,1;0,08
01.01.2016;43;16,2;17,7;18,3;28,6;39,8;;8663;20,6;0,04
